1.74,1000,3.2027642531702
2.49,2000,3.1998210455242
3.23,3000,3.1991418007522
3.98,4000,3.1971874376487
4.72,5000,3.1977435385275
5.46,6000,3.1976524124369
6.21,7000,3.1992043082477
6.95,8000,3.2001546656179
7.70,9000,3.1985803668262
8.44,10000,3.1978223379592
9.18,11000,3.1968714479814
9.93,12000,3.197689802326
10.67,13000,3.1979322001251
11.42,14000,3.1989954521782
12.16,15000,3.197167346352
12.90,16000,3.1973536363122
13.65,17000,3.1977399650373
14.39,18000,3.197139385848
15.14,19000,3.1971012667606
15.88,20000,3.1992175816095
16.62,21000,3.1989134919574
17.37,22000,3.1968429590526
18.11,23000,3.1971705907967
18.86,24000,3.1973019691936
19.60,25000,3.1968924957409
20.35,26000,3.1979337798225
21.09,27000,3.1974477949198
21.83,28000,3.1981911017881
22.58,29000,3.1974061595069
23.32,30000,3.1979728902293
24.07,31000,3.1975481203425
24.81,32000,3.1974043218713
25.55,33000,3.1978838834149
26.30,34000,3.1978934996309
27.04,35000,3.197624302747
27.79,36000,3.1972133959943
28.53,37000,3.1974155735551
29.27,38000,3.1976901313715
30.02,39000,3.1976089017433
30.76,40000,3.1973658890752
31.51,41000,3.1973983655896
32.25,42000,3.1976461354752
32.99,43000,3.1974321164583
33.74,44000,3.1973894716006
34.48,45000,3.1972455337034
35.23,46000,3.1976748767652
35.97,47000,3.1975315579197
36.71,48000,3.1976120193102
37.46,49000,3.1972474800913
38.20,50000,3.1974885589198
38.95,51000,3.1975311995947
39.69,52000,3.1975586525878
40.43,53000,3.1973636610466
41.18,54000,3.1975951975549
41.92,55000,3.1974665003213
42.67,56000,3.1974474812112
43.41,57000,3.1973768967634
44.15,58000,3.1976262881742
44.90,59000,3.1974474658743
45.64,60000,3.1974920376002
46.39,61000,3.1975908600099
47.13,62000,3.1975635966362
47.88,63000,3.1974911076284
48.62,64000,3.1974879761188
49.36,65000,3.1976417742277
50.11,66000,3.1975192019814
50.85,67000,3.1975079586631
51.00,67200,3.1975047644119
