1.00,1,4.134765
1.00,2,3.611944
1.00,3,3.322822
1.00,4,3.277343
1.00,5,3.246701
1.00,6,3.218902
1.01,7,3.221746
1.01,8,3.201312
1.01,9,3.191645
1.01,10,3.196712
1.01,11,3.160862
1.01,12,3.142106
1.01,13,3.136303
1.01,14,3.103092
1.01,15,3.054199
1.01,16,3.065410
1.01,17,3.064445
1.01,18,3.003126
1.01,19,2.987732
1.01,20,2.944129
1.02,21,2.915716
1.02,22,2.917945
1.02,23,2.870648
1.02,24,2.802830
1.02,25,2.765437
1.02,26,2.713341
1.02,27,2.667588
1.02,28,2.651847
1.02,29,2.567410
1.02,30,2.547926
1.02,31,2.558554
1.02,32,2.459064
1.02,33,2.397661
1.03,34,2.385887
1.03,35,2.383856
1.03,36,2.369241
1.03,37,2.355677
1.03,38,2.253425
1.03,39,2.347493
1.03,40,2.173653
1.03,41,2.175887
1.03,42,2.188041
1.03,43,2.177590
1.03,44,2.161522
1.03,45,2.118671
1.03,46,2.047525
1.03,47,1.976173
1.04,48,1.972386
1.04,49,1.959449
1.04,50,1.983134
1.04,51,1.906980
1.04,52,2.043977
1.04,53,1.902231
1.04,54,1.853929
1.04,55,1.860714
1.04,56,1.943650
1.04,57,1.811195
1.04,58,1.796154
1.04,59,1.825481
1.04,60,1.783790
1.05,61,1.741212
1.05,62,1.712048
1.05,63,1.660734
1.05,64,1.719569
1.05,65,1.649301
1.05,66,1.594350
1.05,67,1.634351
1.05,68,1.543492
1.05,69,1.474901
1.05,70,1.576019
1.05,71,1.440063
1.05,72,1.459702
1.05,73,1.486514
1.06,74,1.517945
1.06,75,1.513632
1.06,76,1.415294
1.06,77,1.443761
1.06,78,1.490580
1.06,79,1.451305
1.06,80,1.366801
1.06,81,1.335500
1.06,82,1.342739
1.06,83,1.306402
1.06,84,1.361925
1.06,85,1.339716
1.06,86,1.290338
1.06,87,1.218227
1.07,88,1.262486
1.07,89,1.203800
1.07,90,1.181468
1.07,91,1.139776
1.07,92,1.164891
1.07,93,1.172103
1.07,94,1.090529
1.07,95,1.116521
1.07,96,1.131146
1.07,97,1.051168
1.07,98,1.004751
1.07,99,1.059081
1.07,100,0.948630
1.08,101,0.973397
1.08,102,1.064061
1.08,103,1.051411
1.08,104,1.014168
1.08,105,0.952145
1.08,106,0.877706
1.08,107,0.925605
1.08,108,0.961939
1.08,109,0.896892
1.08,110,0.931055
1.08,111,0.943124
1.08,112,0.973683
1.08,113,0.871382
1.08,114,0.839589
1.09,115,0.788480
1.09,116,0.818956
1.09,117,0.951462
1.09,118,0.827829
1.09,119,0.756164
1.09,120,0.815307
1.09,121,0.726819
1.09,122,0.822188
1.09,123,0.816136
1.09,124,0.764358
1.09,125,0.831568
1.09,126,0.819750
1.09,127,0.785150
1.10,128,0.716221
1.10,129,0.631174
1.10,130,0.684516
1.10,131,0.653299
1.10,132,0.657957
1.10,133,0.654907
1.10,134,0.666514
1.10,135,0.716774
1.10,136,0.743065
1.10,137,0.720708
1.10,138,0.606278
1.10,139,0.625883
1.10,140,0.622438
1.10,141,0.647066
1.11,142,0.676045
1.11,143,0.658960
1.11,144,0.653916
1.11,145,0.544423
1.11,146,0.569188
1.11,147,0.602991
1.11,148,0.511336
1.11,149,0.569629
1.11,150,0.584311
1.11,151,0.596193
1.11,152,0.688432
1.11,153,0.590368
1.11,154,0.557737
1.12,155,0.580757
1.12,156,0.598003
1.12,157,0.601021
1.12,158,0.463444
1.12,159,0.444369
1.12,160,0.593190
1.12,161,0.594882
1.12,162,0.509999
1.12,163,0.549391
1.12,164,0.554000
1.12,165,0.560181
1.12,166,0.611814
1.12,167,0.501352
1.12,168,0.484740
1.13,169,0.541044
1.13,170,0.549478
1.13,171,0.513146
1.13,172,0.473229
1.13,173,0.461901
1.13,174,0.437058
1.13,175,0.454398
1.13,176,0.513382
1.13,177,0.428047
1.13,178,0.433883
1.13,179,0.405910
1.13,180,0.500374
1.13,181,0.475007
1.14,182,0.491776
1.14,183,0.494820
1.14,184,0.476176
1.14,185,0.470214
1.14,186,0.435930
1.14,187,0.469004
1.14,188,0.467594
1.14,189,0.466186
1.14,190,0.392284
1.14,191,0.521677
1.14,192,0.486724
1.14,193,0.429147
1.14,194,0.391443
1.15,195,0.411640
1.15,196,0.403316
1.15,197,0.403714
1.15,198,0.340644
1.15,199,0.420309
1.15,200,0.355377
1.15,201,0.356288
1.15,202,0.403317
1.15,203,0.384738
1.15,204,0.368708
1.15,205,0.361423
1.15,206,0.368690
1.15,207,0.391050
1.15,208,0.355877
1.16,209,0.388300
1.16,210,0.422166
1.16,211,0.380513
1.16,212,0.349585
1.16,213,0.352477
1.16,214,0.393501
1.16,215,0.363675
1.16,216,0.366639
1.16,217,0.344541
1.16,218,0.343603
1.16,219,0.348306
1.16,220,0.384388
